repo,pr_number,dependency,old_version,new_version,ecosystem,before_sha,after_sha,before_result,after_result,classification,failure_point,reproduced,confidence,reproduction_attempts,network_policy,log_paths,notes,created_at,title,created_at,source_dataset
ofershap/tiny-queue,25,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-07-30 06:54:29,build(deps-dev): Bump the all-dependencies group with 3 updates,2026-07-30T05:07:32Z,live_github_api
asaltveit/asaltveit.github.io,349,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-07-30 06:56:32,Bump baseline-browser-mapping from 2.11.6 to 2.11.7,2026-07-30T05:06:51Z,live_github_api
HalleSoftware/WebSite,776,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-07-30 16:30:21,Bump postcss from 8.5.24 to 8.5.25,2026-07-30T05:04:57Z,live_github_api
HalleSoftware/WebSite,775,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-07-30 16:31:28,Bump astro from 7.1.5 to 7.1.6,2026-07-30T05:04:41Z,live_github_api
juanjoGonDev/fastypest,1677,,,,npm,,,TEST,TEST,FAIL->FAIL,,0,,0,,,,2026-07-30 16:31:47,chore(deps-dev): bump @swc/core from 1.15.46 to 1.15.47,2026-07-30T05:03:58Z,live_github_api
distantcam/metagala.xyz,369,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-07-30 16:32:19,Bump postcss from 8.5.24 to 8.5.25,2026-07-30T05:02:56Z,live_github_api
Hardonian/support-autopilot,47,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-07-30 16:32:39,Bump tsx from 4.22.4 to 4.23.1,2026-07-30T05:01:31Z,live_github_api
Hardonian/support-autopilot,46,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-07-30 16:32:56,Bump chalk from 5.6.2 to 6.0.0,2026-07-30T05:01:02Z,live_github_api
mdecalza/mdecalza.github.io,411,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-07-30 16:33:21,Bump postcss from 8.5.15 to 8.5.25,2026-07-30T04:57:41Z,live_github_api
qyangcv/zopilot,25,,,,npm,,,TEST,TEST,FAIL->FAIL,,0,,0,,,,2026-07-30 16:46:09,chore(deps): bump the markdown-rendering group with 4 updates,2026-07-30T04:57:17Z,live_github_api
mdecalza/mdecalza.github.io,410,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-07-30 16:46:25,Bump js-yaml from 4.2.0 to 4.3.0,2026-07-30T04:56:00Z,live_github_api
Rexezuge-AmazonWebServices/M365-Renew-V2,164,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-07-30 16:46:56,Build(deps-dev): bump typescript-eslint from 8.64.0 to 8.65.0,2026-07-30T04:55:43Z,live_github_api
Rexezuge-CloudflareWorkers/UUID-Generator,91,,,,unknown,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-07-30 16:47:23,Build(deps-dev): Bump vite from 8.1.4 to 8.1.5,2026-07-30T04:55:13Z,live_github_api
Rexezuge-CloudflareWorkers/UUID-Generator,90,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-07-30 16:47:49,Build(deps-dev): Bump wrangler from 4.113.0 to 4.115.0,2026-07-30T04:54:54Z,live_github_api
ricardomb-tech/reto-02,3,,,,pip,,,PASS,INSTALL,PASS->FAIL,,0,,0,,,,2026-07-30 16:47:53,Bump pytest from 8.2.2 to 9.0.3,2026-07-30T04:54:50Z,live_github_api
pcg-x-aws/cdk-iamuserwithaccesskey,557,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-07-30 16:49:59,chore(deps-dev): bump jsii from 5.9.48 to 5.9.49,2026-07-30T04:54:32Z,live_github_api
pcg-x-aws/cdk-iamuserwithaccesskey,556,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-07-30 16:52:05,chore(deps-dev): bump jsii from 5.9.44 to 5.9.49,2026-07-30T04:54:31Z,live_github_api
Rexezuge-CloudflareWorkers/UUID-Generator,89,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-07-30 17:03:42,Build(deps-dev): Bump globals from 17.7.0 to 17.8.0,2026-07-30T04:54:29Z,live_github_api
pcg-x-aws/cdk-iamuserwithaccesskey,555,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-07-30 17:05:39,chore(deps-dev): bump jsii-rosetta from 5.9.57 to 5.9.58,2026-07-30T04:54:21Z,live_github_api
Rexezuge-CloudflareWorkers/UUID-Generator,88,,,,unknown,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-07-30 17:47:01,Build(deps-dev): Bump @types/node from 26.1.1 to 26.1.2,2026-07-30T04:54:10Z,live_github_api
pcg-x-aws/cdk-iamuserwithaccesskey,553,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-07-30 17:49:08,chore(deps-dev): bump ts-jest from 29.4.11 to 29.4.12,2026-07-30T04:54:08Z,live_github_api
pcg-x-aws/cdk-iamuserwithaccesskey,552,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-07-30 17:51:13,chore(deps-dev): bump jsii-docgen from 10.12.4 to 10.12.5,2026-07-30T04:54:08Z,live_github_api
fluxzero-io/fluxzero-dev-server,23,,,,maven,,,BUILD,BUILD,FAIL->FAIL,,0,,0,,,,2026-07-30 17:52:18,deps: bump fluxzero.version from 1.232.2 to 1.232.5,2026-07-30T04:54:07Z,live_github_api
pcg-x-aws/cdk-iamuserwithaccesskey,551,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-07-30 17:54:24,chore(deps-dev): bump jsii-docgen from 10.12.4 to 10.12.5,2026-07-30T04:54:01Z,live_github_api
pcg-x-aws/cdk-iamuserwithaccesskey,550,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-07-30 17:56:23,chore(deps-dev): bump jsii-diff from 1.138.0 to 1.139.0,2026-07-30T04:53:58Z,live_github_api
pcg-x-aws/cdk-iamuserwithaccesskey,549,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-07-30 17:58:26,chore(deps-dev): bump jsii-pacmak from 1.138.0 to 1.139.0,2026-07-30T04:53:48Z,live_github_api
qyangcv/zopilot,22,,,,npm,,,TEST,TEST,FAIL->FAIL,,0,,0,,,,2026-07-30 17:59:45,chore(deps): bump the all-non-major group across 1 directory with 17 updates,2026-07-30T04:53:22Z,live_github_api
CrepesJS/WebSite,938,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-07-30 18:01:03,Bump postcss from 8.5.24 to 8.5.25,2026-07-30T04:53:08Z,live_github_api
lucasmazza/dependabot-playground,161,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-07-30 18:01:09,Bump axios from 1.18.1 to 1.19.0,2026-07-30T04:52:51Z,live_github_api
wazum/sluggi,146,,,,npm,,,TEST,TEST,FAIL->FAIL,,0,,0,,,,2026-07-30 18:01:38,Bump the build-tooling group with 7 updates,2026-07-30T04:52:47Z,live_github_api
JegFa11er/Keyhala2,2,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-07-30 23:31:21,Bump the production-dependencies group with 7 updates,2026-07-30T18:57:24Z,live_github_api
home-assistant/zwa2-toolbox,74,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-07-30 23:33:04,"chore(deps): bump brace-expansion, eslint, typescript-eslint and zwave-js",2026-07-30T18:55:39Z,live_github_api
bymaxone/nest-queue,39,,,,unknown,,,PASS,TEST,PASS->FAIL,,0,,0,,,,2026-07-30 23:35:54,chore(deps): bump bullmq from 5.79.1 to 5.81.2,2026-07-30T18:53:04Z,live_github_api
Aerya/nexotv-enhanced,49,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-07-30 23:37:38,npm: bump the npm-minor-and-patch group with 8 updates,2026-07-30T18:49:38Z,live_github_api
mikeymcfish/component-catalog-app,13,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-07-30 23:44:51,deps: bump zod-validation-error from 3.5.4 to 5.0.0,2026-07-30T18:48:36Z,live_github_api
humanaios-ui/operations,156,,,,pip,,,TEST,TEST,FAIL->FAIL,,0,,0,,,,2026-07-30 23:45:04,"build(deps): update pydantic requirement from <3,>=2.6 to >=2.13.4,<3",2026-07-30T18:47:04Z,live_github_api
AYA-Informatica/MyLo,10,,,,npm,,,TEST,TEST,FAIL->FAIL,,0,,0,,,,2026-07-30 23:45:18,Bump the minor-and-patch group in /MyLo-frontend with 18 updates,2026-07-30T18:43:55Z,live_github_api
shishobooks/shisho,423,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-07-30 23:50:14,Bump the minor-and-patch group across 1 directory with 5 updates,2026-07-30T18:41:37Z,live_github_api
matchory/template-typescript,1,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-07-30 23:50:39,"Bump the ""app"" group with 1 update across multiple ecosystems",2026-07-30T18:41:35Z,live_github_api
lllauge/lumora-women,11,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-07-30 23:52:31,Bump the security-and-patches group across 1 directory with 17 updates,2026-07-30T18:39:25Z,live_github_api
Quitch/Queller-AI,75,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-07-30 23:52:38,Bump lodash from 3.9.3 to 4.18.1,2026-07-30T18:35:33Z,live_github_api
golang/telemetry,29,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-07-30 23:52:59,build(deps): bump postcss from 8.4.23 to 8.5.25,2026-07-30T18:34:43Z,live_github_api
lunasans/movieshelf-desktop,79,,,,npm,,,TEST,TEST,FAIL->FAIL,,0,,0,,,,2026-07-30 23:53:40,chore(deps-dev): bump postcss from 8.5.14 to 8.5.25 in the npm_and_yarn group across 1 directory,2026-07-30T18:30:36Z,live_github_api
sfuchs-de/mdlyx,1,,,,cargo,,,INSTALL,INSTALL,FAIL->FAIL,,0,,0,,,,2026-07-30 23:53:41,Bump base64 from 0.22.1 to 0.23.0 in /src-tauri,2026-07-30T18:23:19Z,live_github_api
bymaxone/nest-queue,37,,,,unknown,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-07-30 23:55:06,chore(deps): bump @nestjs/core from 11.1.27 to 11.1.28,2026-07-30T18:14:55Z,live_github_api
bymaxone/nest-queue,32,,,,unknown,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-07-30 23:57:37,chore(deps-dev): bump the dev-dependencies group across 1 directory with 7 updates,2026-07-30T18:13:49Z,live_github_api
WrongStack/WrongStack,330,,,,npm,,,TEST,INSTALL,FAIL->FAIL,,0,,0,,,,2026-07-30 23:58:44,chore(deps): bump the patch-and-minor group across 1 directory with 11 updates,2026-07-30T18:10:54Z,live_github_api
AISTUDIO-ML/Lamarck-Website,20,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-07-31 00:00:07,Bump vite and @vitejs/plugin-react-swc,2026-07-30T18:08:37Z,live_github_api
Jstn-1g/what-in-the-tax,63,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-07-31 00:00:36,Bump vite from 7.3.6 to 8.1.5 in /web,2026-07-30T18:08:18Z,live_github_api
Jstn-1g/what-in-the-tax,61,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-07-31 00:00:59,Bump wrangler from 4.114.0 to 4.116.0,2026-07-30T18:08:03Z,live_github_api
HaithamAlMaamari/tablevote,13,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-07-31 00:02:23,Bump the routine-npm-updates group with 9 updates,2026-07-30T18:06:53Z,live_github_api
slingr-stack/framewor-poc-1,1,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-07-31 00:03:30,Bump typeorm from 0.3.25 to 0.3.31,2026-07-30T18:02:51Z,live_github_api
ChewBaccaYeti/JavaScript,44,,,,npm,,,TEST,TEST,FAIL->FAIL,,0,,0,,,,2026-07-31 00:04:32,Bump the npm_and_yarn group across 2 directories with 24 updates,2026-07-30T17:59:15Z,live_github_api
jacquesh82/tictacdoh,2,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-07-31 00:05:02,Bump vitest from 2.1.9 to 3.2.6,2026-07-30T17:56:32Z,live_github_api
AlexGreenUK/XS-Shlink-MCP,3,,,,npm,,,PASS,TEST,PASS->FAIL,,0,,0,,,,2026-07-31 00:05:20,Bump zod from 3.25.76 to 4.4.3,2026-07-30T17:56:10Z,live_github_api
bahromzone/designora,197,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-07-31 00:05:30,build(deps): frontend dependency update paused,2026-07-30T17:55:37Z,live_github_api
Enterprise-CMCS/macsuite-aisuite,3,,,,unknown,,,PASS,INSTALL,PASS->FAIL,,0,,0,,,,2026-07-31 00:06:09,Bump postcss from 8.5.16 to 8.5.25 in the npm_and_yarn group across 1 directory,2026-07-30T17:52:47Z,live_github_api
obcode/epl.gui,7,,,,npm,,,PASS,INSTALL,PASS->FAIL,,0,,0,,,,2026-07-31 00:07:18,chore(deps-dev): bump the development-dependencies group with 3 updates,2026-07-30T17:52:20Z,live_github_api
Willpatpost/Sokomind5,6,,,,npm,,,PASS,TEST,PASS->FAIL,,0,,0,,,,2026-07-31 00:08:01,Bump the development-dependencies group with 6 updates,2026-07-30T17:46:10Z,live_github_api
leejianrong/sibei-score,6,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-07-31 00:08:30,chore(deps): Bump jsdom from 26.1.0 to 30.0.1 in the render group,2026-07-30T17:45:24Z,live_github_api
leejianrong/sibei-score,5,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-07-31 00:08:50,chore(deps-dev): Bump the dev-tooling group with 4 updates,2026-07-30T17:45:10Z,live_github_api
fuzdev/fuz_code,45,,,,npm,,,TEST,TEST,FAIL->FAIL,,0,,0,,,,2026-07-31 00:09:15,chore(deps-dev): bump @sveltejs/kit from 2.63.0 to 2.70.2 in the npm_and_yarn group across 1 directory,2026-07-30T17:42:31Z,live_github_api
fileworks/media-sorter,26,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-07-31 00:09:55,chore(deps): bump esbuild and vite in /frontend,2026-07-30T17:41:01Z,live_github_api
rmrose78/rr-dev,38,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-07-31 00:13:16,chore(deps-dev): bump @vitejs/plugin-react from 6.0.2 to 6.0.5,2026-07-30T17:40:42Z,live_github_api
SheldonFam/FEM-Personal-Finance-APP,40,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-07-31 00:14:48,chore(deps): bump next from 15.5.9 to 15.5.21 in the npm_and_yarn group across 1 directory,2026-07-30T17:27:54Z,live_github_api
arindamxd/arindamxd.github.io,27,,,,npm,,,PASS,INSTALL,PASS->FAIL,,0,,0,,,,2026-07-31 00:15:02,"Bump vite, @tailwindcss/vite and astro",2026-07-30T17:27:33Z,live_github_api
fileworks/media-sorter,24,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-07-31 00:15:49,chore(deps): bump brace-expansion and eslint in /frontend,2026-07-30T17:26:36Z,live_github_api
adrienlacombe/buzz,6,,,,unknown,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-07-31 00:17:23,chore(deps): bump cmov from 0.5.3 to 0.5.4 in the cargo group across 1 directory,2026-07-30T17:26:28Z,live_github_api
ronybrand/nest-order-api,15,,,,npm,,,PASS,TEST,PASS->FAIL,,0,,0,,,,2026-07-31 00:21:03,chore(deps-dev): bump typescript from 6.0.3 to 7.0.2 in the weekly-batch group,2026-07-30T17:25:35Z,live_github_api
rish2jain/ScenarioLab,14,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-07-31 00:22:20,chore(deps-dev): bump @eslint/eslintrc from 3.3.5 to 3.3.6 in /frontend,2026-07-30T17:24:58Z,live_github_api
Galashots/eldoria,32,,,,pip,,,INSTALL,INSTALL,FAIL->FAIL,,0,,0,,,,2026-07-31 00:22:28,chore(deps): bump numpy from 1.26.4 to 2.5.1 in /tools/pipeline,2026-07-30T17:23:02Z,live_github_api
acidflash/blixt,2,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-07-31 00:23:09,Bump esbuild and vite,2026-07-30T17:21:37Z,live_github_api
mkhalid-s/mkhalid-s.github.io,28,,,,npm,,,PASS,TEST,PASS->FAIL,,0,,0,,,,2026-07-31 00:24:04,build(deps): Bump react from 19.2.7 to 19.2.8,2026-07-30T17:21:24Z,live_github_api
RikiGomes/woodpecker-mcp,3,,,,npm,,,PASS,TEST,PASS->FAIL,,0,,0,,,,2026-07-31 00:24:24,deps: bump zod from 3.25.76 to 4.4.3,2026-07-30T17:20:32Z,live_github_api
RikiGomes/woodpecker-mcp,1,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-07-31 00:24:43,deps-dev: bump @types/node from 22.20.1 to 26.1.2,2026-07-30T17:20:20Z,live_github_api
alexknightstudio/unbound-albums,5,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-07-31 00:27:34,Bump @types/node from 20.19.43 to 26.1.2,2026-07-30T17:15:12Z,live_github_api
divyanshu-iitian/ContextFlux,3,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-07-31 00:28:07,build(deps-dev): bump @types/node from 24.13.3 to 26.1.2,2026-07-30T17:14:42Z,live_github_api
testing-library/eslint-plugin-jest-dom,447,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-07-31 00:32:36,chore(deps-dev): bump prettier from 2.8.8 to 3.9.6,2026-07-30T17:13:51Z,live_github_api
SeanStaffiery/moltworker,20,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-07-31 00:33:26,chore(deps): bump sharp from 0.34.5 to 0.35.2 in the npm_and_yarn group across 1 directory,2026-07-30T17:12:01Z,live_github_api
thangved/sudoku-backtracking,145,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-07-31 00:33:36,rebase!,2026-07-30T17:06:07Z,live_github_api
mikeymcfish/component-catalog-app,12,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-07-31 00:36:00,deps: bump express and @types/express,2026-07-30T18:48:31Z,live_github_api
mikeymcfish/component-catalog-app,11,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-07-31 00:38:14,deps: bump tailwind-merge from 2.6.1 to 3.6.0,2026-07-30T18:48:22Z,live_github_api
AYA-Informatica/MyLo,9,,,,npm,,,TEST,TEST,FAIL->FAIL,,0,,0,,,,2026-07-31 00:38:28,Bump nodemailer from 7.0.13 to 9.0.3 in /MyLo-Backend,2026-07-30T18:43:38Z,live_github_api
steveiliop56/steveiliop56.github.io,87,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-07-31 00:39:02,chore(deps): bump astro from 6.3.3 to 7.1.6,2026-07-30T17:06:02Z,live_github_api
steveiliop56/steveiliop56.github.io,86,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-07-31 00:39:25,chore(deps): bump the minor-patch group with 6 updates,2026-07-30T17:05:45Z,live_github_api
southpolesteve/nextane,9,,,,npm,,,TEST,TEST,FAIL->FAIL,,0,,0,,,,2026-07-31 00:39:55,Bump typescript from 5.9.3 to 7.0.2,2026-07-30T17:05:33Z,live_github_api
Rayplsrelax/settleclt2,22,,,,npm,,,TEST,TEST,FAIL->FAIL,,0,,0,,,,2026-07-31 00:41:28,deps: bump the development-dependencies group with 10 updates,2026-07-30T17:04:54Z,live_github_api
spiritledsoftware/commissary,1,,,,npm,,,TEST,INSTALL,FAIL->FAIL,,0,,0,,,,2026-07-31 00:41:44,chore(deps-dev): bump the development-dependencies group with 7 updates,2026-07-30T17:00:22Z,live_github_api
jpsnover/ai-triad-research,226,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-07-31 00:47:06,chore(deps-dev): Bump typescript from 6.0.3 to 7.0.2 in /taxonomy-editor,2026-07-30T16:55:01Z,live_github_api
francojeferson/todo_app,12,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-07-31 00:48:49,build(deps-dev): bump @types/node from 22.15.24 to 26.1.2,2026-07-30T16:54:54Z,live_github_api
francojeferson/canvas-llm-builder,23,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-07-31 00:51:03,build(deps): bump zod from 3.24.2 to 4.4.3,2026-07-30T16:54:11Z,live_github_api
francojeferson/memory-game,15,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-07-31 00:53:33,build(deps): bump @testing-library/jest-dom from 6.6.3 to 7.0.0,2026-07-30T16:53:34Z,live_github_api
alexknightstudio/unbound-albums,1,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-07-31 00:56:22,Bump next from 16.2.10 to 16.2.11,2026-07-30T16:52:32Z,live_github_api
rahmanef63/codex-build-week,17,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-07-31 00:58:40,build(deps): bump the npm-dependencies group with 2 updates,2026-07-30T16:50:12Z,live_github_api
salanton/Mixmetry,5,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-07-31 00:59:15,chore(deps-dev): bump @playwright/test from 1.62.0 to 1.62.1,2026-07-30T16:46:59Z,live_github_api
SUaDtL/singedTerra,210,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-07-31 01:08:31,chore(deps): bump the minor-and-patch group across 1 directory with 4 updates,2026-07-30T16:41:56Z,live_github_api
riva-labs/bosphor,214,,,,npm,,,TEST,TEST,FAIL->FAIL,,0,,0,,,,2026-07-31 01:27:07,chore(deps): bump the minor-and-patch group across 1 directory with 13 updates,2026-07-30T16:21:05Z,live_github_api
primeroIMS/primero-kiosk,16,,,,gem,,,INSTALL,INSTALL,FAIL->FAIL,,0,,0,,,,2026-07-31 01:27:15,Bump rails from 8.1.3 to 8.1.3.1,2026-07-30T16:14:49Z,live_github_api
mikeymcfish/component-catalog-app,10,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-07-31 01:29:16,deps: bump @hookform/resolvers from 3.10.0 to 5.5.7,2026-07-30T18:48:14Z,live_github_api
bymaxone/nest-queue,36,,,,unknown,,,PASS,TEST,PASS->FAIL,,0,,0,,,,2026-07-31 01:31:31,chore(deps): bump bullmq from 5.79.1 to 5.81.3,2026-07-30T18:14:44Z,live_github_api
AISTUDIO-ML/Lamarck-Website,19,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-07-31 01:33:02,Bump esbuild and vite,2026-07-30T18:08:26Z,live_github_api
Jstn-1g/what-in-the-tax,62,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-07-31 01:33:31,Bump typescript from 5.9.3 to 7.0.2 in /web,2026-07-30T18:08:10Z,live_github_api
AlexGreenUK/XS-Shlink-MCP,2,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-07-31 01:33:51,Bump @types/node from 24.13.3 to 26.1.2,2026-07-30T17:56:04Z,live_github_api
ChrAu/feed2mastodon,441,,,,maven,,,BUILD,BUILD,FAIL->FAIL,,0,,0,,,,2026-07-31 01:36:21,feat(deps): bump com.google.genai:google-genai from 1.63.0 to 1.64.0,2026-07-30T17:43:11Z,live_github_api
redhat-actions/openshift-tools-installer,154,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-07-31 01:37:22,Bump webpack from 5.108.4 to 5.109.2,2026-07-30T17:32:56Z,live_github_api
rish2jain/ScenarioLab,13,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-07-31 01:38:38,chore(deps): bump lucide-react from 0.323.0 to 1.28.0 in /frontend,2026-07-30T17:24:56Z,live_github_api
acidflash/blixt,1,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-07-31 01:39:17,Bump the npm_and_yarn group across 1 directory with 3 updates,2026-07-30T17:21:27Z,live_github_api
mkhalid-s/mkhalid-s.github.io,27,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-07-31 01:40:19,build(deps): Bump @fontsource-variable/inter from 5.2.8 to 5.3.0,2026-07-30T17:21:15Z,live_github_api
alexknightstudio/unbound-albums,6,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-07-31 01:42:52,Bump eslint from 9.39.5 to 10.8.0,2026-07-30T17:15:25Z,live_github_api
alexknightstudio/unbound-albums,3,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-07-31 01:44:47,Bump the dependencies group with 14 updates,2026-07-30T17:14:50Z,live_github_api
testing-library/eslint-plugin-jest-dom,446,,,,npm,,,PASS,TEST,PASS->FAIL,,0,,0,,,,2026-07-31 01:47:08,chore(deps-dev): bump eslint from 8.57.1 to 10.8.0,2026-07-30T17:13:38Z,live_github_api
thangved/sudoku-backtracking,142,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-07-31 01:47:20,rebase!,2026-07-30T17:05:31Z,live_github_api
southpolesteve/nextane,8,,,,npm,,,TEST,TEST,FAIL->FAIL,,0,,0,,,,2026-07-31 01:47:51,Bump @types/node from 24.13.3 to 26.1.2,2026-07-30T17:05:26Z,live_github_api
steveiliop56/steveiliop56.github.io,84,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-07-31 01:48:29,chore(deps): bump astro from 6.3.3 to 7.1.1,2026-07-30T17:05:20Z,live_github_api
jpsnover/ai-triad-research,225,,,,pip,,,INSTALL,INSTALL,FAIL->FAIL,,0,,0,,,,2026-07-31 01:48:43,chore(deps): Update python-slugify requirement from >=8.0 to >=8.0.4 in /scripts,2026-07-30T16:54:49Z,live_github_api
francojeferson/todo_app,11,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-07-31 01:50:51,build(deps): bump next from 15.5.21 to 16.2.12,2026-07-30T16:54:47Z,live_github_api
francojeferson/canvas-llm-builder,22,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-07-31 01:53:03,build(deps): bump dotenv from 16.4.7 to 17.4.2,2026-07-30T16:54:03Z,live_github_api
francojeferson/memory-game,14,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-07-31 01:55:55,build(deps): bump @testing-library/user-event from 13.5.0 to 14.6.1,2026-07-30T16:53:29Z,live_github_api
fileworks/media-sorter,16,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-07-31 01:57:06,chore(deps): bump @sigstore/core and semantic-release,2026-07-30T16:50:24Z,live_github_api
salanton/Mixmetry,1,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-07-31 01:58:04,chore(deps-dev): bump eslint from 9.39.5 to 10.8.0,2026-07-30T16:46:14Z,live_github_api
SavageChieftain/udonarium_axe,61,,,,npm,,,TEST,TEST,FAIL->FAIL,,0,,0,,,,2026-07-31 02:01:17,chore(deps-dev): bump @playwright/test from 1.62.0 to 1.62.1 in the development-minor-patch group,2026-07-30T16:44:44Z,live_github_api
aryed/aryed.github.io,2,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-07-31 02:01:55,Bump astro from 4.16.19 to 7.1.1,2026-07-30T16:35:51Z,live_github_api
emilyspieler/ecommerce-photo-pottery-painting,1,,,,npm,,,PASS,PASS,PASS->PASS,,0,,0,,,,2026-07-31 02:02:10,Bump jsonpath from 1.1.1 to 1.3.0 in /client in the npm_and_yarn group across 1 directory,2026-07-30T16:33:47Z,live_github_api
